"FABLE_Exporter","FABLE_Item","Year","prodprice_i_agg"
"R_NMC","Rice",2015,394.3
"R_NMC","Soyabean",2015,568.3
"R_NMC","Wheat",2015,317.9
"R_CSA","Cocoa",2015,2345.15
"R_CSA","Coffee",2015,2726.55
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_OEU","Wheat",2015,173
"ETH","Corn",2015,199.3
"ETH","Rice",2015,412.6
"ETH","Soyabean",2015,292.461444308446
"ETH","Wheat",2015,390.994905048634
"R_ASP","Cocoa",2015,2021.8
"R_ASP","Corn",2015,281.7
"R_ASP","Rice",2015,333.7
"FIN","Wheat",2015,187.4
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"DEU","Corn",2015,174.1
"DEU","Palm Oil",2015,574.3
"DEU","Wheat",2015,179.7
"GRC","Corn",2015,233.2
"GRC","Rice",2015,254.3
"GRC","Wheat",2015,256.7
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"IDN","Cocoa",2015,1742.8
"IDN","Coffee",2015,1429.1
"IDN","Corn",2015,282.2
"IDN","Rice",2015,404.174861751152
"IDN","Soyabean",2015,621.9
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Rice",2015,394.3
"R_NMC","Soyabean",2015,568.3
"R_NMC","Wheat",2015,317.9
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Rice",2015,394.3
"R_NMC","Wheat",2015,317.9
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Wheat",2015,173
"R_CSA","Cocoa",2015,2345.15
"R_CSA","Coffee",2015,2726.55
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_ASP","Rice",2015,333.7
"R_ASP","Soyabean",2015,520.4
"R_ASP","Wheat",2015,279.1
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Rice",2015,394.3
"R_NMC","Soyabean",2015,568.3
"R_NMC","Wheat",2015,317.9
"R_SSA","Coffee",2015,3817.5
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_SSA","Wheat",2015,431.4
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Rice",2015,394.3
"R_NMC","Wheat",2015,317.9
"R_OEU","Wheat",2015,173
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_OEU","Corn",2015,157.15
"R_OEU","Wheat",2015,173
"R_OEU","Corn",2015,157.15
"R_OEU","Wheat",2015,173
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_SSA","Soyabean",2015,550
"R_ASP","Cocoa",2015,2021.8
"R_ASP","Corn",2015,281.7
"R_ASP","Palm Oil",2015,551.4
"R_ASP","Rice",2015,333.7
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"MEX","Cocoa",2015,2331.4
"MEX","Coffee",2015,328.4
"MEX","Corn",2015,216
"MEX","Rice",2015,226.7
"MEX","Soyabean",2015,366
"MEX","Wheat",2015,240.9
"R_ASP","Wheat",2015,279.1
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_SSA","Wheat",2015,431.4
"NPL","Coffee",2015,1489.4
"NPL","Corn",2015,273.4
"NPL","Rice",2015,265.2
"NPL","Soyabean",2015,919.9
"NPL","Wheat",2015,272.2
"R_OEU","Wheat",2015,173
"R_ASP","Coffee",2015,1805.55
"R_ASP","Corn",2015,281.7
"R_ASP","Wheat",2015,279.1
"R_NEU","Corn",2015,171.8
"R_NEU","Rice",2015,417.6
"R_NEU","Soyabean",2015,338.5
"R_NEU","Wheat",2015,191
"NOR","Wheat",2015,347.5
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_NMC","Rice",2015,394.3
"R_NMC","Wheat",2015,317.9
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_CSA","Coffee",2015,2726.55
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_CSA","Soyabean",2015,466.45
"R_CSA","Wheat",2015,285.8
"R_CSA","Cocoa",2015,2345.15
"R_CSA","Coffee",2015,2726.55
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_CSA","Soyabean",2015,466.45
"R_CSA","Wheat",2015,285.8
"R_ASP","Cocoa",2015,2021.8
"R_ASP","Coffee",2015,1805.55
"R_ASP","Corn",2015,281.7
"R_ASP","Rice",2015,333.7
"R_ASP","Soyabean",2015,520.4
"R_OEU","Corn",2015,157.15
"R_OEU","Wheat",2015,173
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Wheat",2015,173
"R_ASP","Rice",2015,333.7
"R_NEU","Corn",2015,171.8
"R_NEU","Soyabean",2015,338.5
"R_NEU","Wheat",2015,191
"R_OEU","Corn",2015,157.15
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"RUS","Corn",2015,128.9
"RUS","Rice",2015,322.5
"RUS","Soyabean",2015,312.3
"RUS","Wheat",2015,143.9
"RWA","Coffee",2015,277.4
"RWA","Corn",2015,323.1
"RWA","Rice",2015,891.6
"RWA","Soyabean",2015,661
"RWA","Wheat",2015,640.7
"R_NMC","Coffee",2015,8543.62856053712
"R_NMC","Wheat",2015,317.9
"R_NEU","Corn",2015,171.8
"R_NEU","Soyabean",2015,338.5
"R_NEU","Wheat",2015,191
"R_SSA","Corn",2015,254.5
"R_SSA","Palm Oil",2015,NA
"R_SSA","Rice",2015,479.6
"R_OEU","Corn",2015,157.15
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"R_OEU","Corn",2015,157.15
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"R_SSA","Corn",2015,254.5
"R_SSA","Soyabean",2015,550
"R_SSA","Wheat",2015,431.4
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"R_ASP","Cocoa",2015,2021.8
"R_ASP","Coffee",2015,1805.55
"R_ASP","Corn",2015,281.7
"R_ASP","Rice",2015,333.7
"R_ASP","Soyabean",2015,520.4
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_CSA","Soyabean",2015,466.45
"SWE","Wheat",2015,167.4
"R_NEU","Corn",2015,171.8
"R_NEU","Wheat",2015,191
"R_NMC","Rice",2015,394.3
"R_NMC","Wheat",2015,317.9
"R_ASP","Coffee",2015,1805.55
"R_ASP","Corn",2015,281.7
"R_ASP","Rice",2015,333.7
"R_ASP","Soyabean",2015,520.4
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_CSA","Rice",2015,343.9
"R_NMC","Wheat",2015,317.9
"TUR","Corn",2015,241.7
"TUR","Rice",2015,627.5
"TUR","Soyabean",2015,401.5
"TUR","Wheat",2015,285.3
"R_OEU","Corn",2015,157.15
"R_OEU","Rice",2015,339.9
"R_OEU","Soyabean",2015,357.05
"R_OEU","Wheat",2015,173
"GBR","Wheat",2015,189.4
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_SSA","Soyabean",2015,550
"R_SSA","Wheat",2015,431.4
"USA","Coffee",2015,11554.9058837646
"USA","Corn",2015,142
"USA","Rice",2015,269
"USA","Soyabean",2015,329
"USA","Wheat",2015,180
"R_CSA","Corn",2015,419.65
"R_CSA","Rice",2015,343.9
"R_CSA","Soyabean",2015,466.45
"R_CSA","Wheat",2015,285.8
"R_ASP","Coffee",2015,1805.55
"R_ASP","Corn",2015,281.7
"R_ASP","Rice",2015,333.7
"R_ASP","Soyabean",2015,520.4
"R_NMC","Coffee",2015,8543.62856053712
"R_NMC","Corn",2015,307.336796973518
"R_NMC","Wheat",2015,317.9
"R_SSA","Corn",2015,254.5
"R_SSA","Rice",2015,479.6
"R_SSA","Corn",2015,254.5
"R_SSA","Soyabean",2015,550
"R_SSA","Wheat",2015,431.4
"R_NEU","Corn",2020,215.7
"R_NEU","Soyabean",2020,378.45
"R_NEU","Wheat",2020,176.4
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Wheat",2020,296.085936222404
"AUS","Corn",2020,266.51600877193
"AUS","Rice",2020,517.730057911452
"AUS","Wheat",2020,235.2
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Wheat",2020,296.085936222404
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_ASP","Wheat",2020,285
"R_NEU","Corn",2020,215.7
"R_NEU","Wheat",2020,176.4
"R_OEU","Wheat",2020,192.1
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_ASP","Rice",2020,337.7
"R_NEU","Corn",2020,215.7
"R_NEU","Soyabean",2020,378.45
"R_NEU","Wheat",2020,176.4
"BRA","Cocoa",2020,1124.51028575082
"BRA","Coffee",2020,1428.2
"BRA","Corn",2020,135.1
"BRA","Rice",2020,203.4
"BRA","Soyabean",2020,269.3
"BRA","Wheat",2020,207.1
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Corn",2020,283.115572436245
"CAN","Corn",2020,158.6
"CAN","Soyabean",2020,342.4
"CAN","Wheat",2020,181.9
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Wheat",2020,247.2
"CHN","Corn",2020,419.4
"CHN","Palm Oil",2020,1289.7
"CHN","Rice",2020,413.6
"CHN","Soyabean",2020,769.2
"CHN","Wheat",2020,322.04632012352
"COL","Coffee",2020,3204.67853002642
"COL","Corn",2020,364.9
"COL","Palm Oil",2020,728.6
"COL","Rice",2020,574.545445425361
"COL","Wheat",2020,513.812480739599
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_OEU","Wheat",2020,192.1
"R_OEU","Corn",2020,172.25
"R_OEU","Wheat",2020,192.1
"DNK","Wheat",2020,189.5
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Corn",2020,333.4
"R_CSA","Palm Oil",2020,NA
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"R_CSA","Wheat",2020,247.2
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_OEU","Wheat",2020,192.1
"R_ASP","Cocoa",2020,1945.35
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"FIN","Wheat",2020,195.3
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"DEU","Corn",2020,190.2
"DEU","Palm Oil",2020,710.4
"DEU","Soyabean",2020,NA
"DEU","Wheat",2020,196.6
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"GRC","Corn",2020,242.9
"GRC","Rice",2020,286.2
"GRC","Wheat",2020,252
"R_SSA","Cocoa",2020,998.9
"R_SSA","Coffee",2020,1129.3
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"IDN","Cocoa",2020,1402.2
"IDN","Coffee",2020,1399.2
"IDN","Corn",2020,335.2
"IDN","Rice",2020,355.8
"IDN","Soyabean",2020,615.4
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Soyabean",2020,563.768418418418
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Wheat",2020,296.085936222404
"IRL","Wheat",2020,197.4
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Wheat",2020,192.1
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_ASP","Wheat",2020,285
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Soyabean",2020,563.768418418418
"R_NMC","Wheat",2020,296.085936222404
"R_SSA","Coffee",2020,1129.3
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_SSA","Wheat",2020,331.4
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Wheat",2020,296.085936222404
"R_OEU","Wheat",2020,192.1
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Wheat",2020,331.4
"R_OEU","Corn",2020,172.25
"R_OEU","Wheat",2020,192.1
"R_OEU","Corn",2020,172.25
"R_OEU","Wheat",2020,192.1
"R_ASP","Cocoa",2020,1945.35
"R_ASP","Palm Oil",2020,638.9
"R_ASP","Rice",2020,337.7
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"MEX","Cocoa",2020,1885.1
"MEX","Coffee",2020,250.6
"MEX","Corn",2020,195
"MEX","Rice",2020,232.1
"MEX","Soyabean",2020,367.9
"MEX","Wheat",2020,223.6
"R_ASP","Wheat",2020,285
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_SSA","Wheat",2020,331.4
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Wheat",2020,331.4
"NPL","Corn",2020,272.1
"NPL","Rice",2020,262.5
"NPL","Soyabean",2020,708
"NPL","Wheat",2020,295.2
"R_OEU","Wheat",2020,192.1
"R_ASP","Corn",2020,275.2
"R_ASP","Wheat",2020,285
"R_ASP","Corn",2020,275.2
"R_ASP","Wheat",2020,285
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_SSA","Wheat",2020,331.4
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_NEU","Corn",2020,215.7
"R_NEU","Rice",2020,345.7
"R_NEU","Wheat",2020,176.4
"NOR","Wheat",2020,373.4
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Corn",2020,282
"R_NMC","Rice",2020,665.15
"R_NMC","Wheat",2020,296.085936222404
"R_NMC","Wheat",2020,296.085936222404
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"R_CSA","Wheat",2020,247.2
"R_CSA","Cocoa",2020,2029.75
"R_CSA","Coffee",2020,2886.6
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"R_CSA","Wheat",2020,247.2
"R_ASP","Cocoa",2020,1945.35
"R_ASP","Coffee",2020,1937.4
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_OEU","Corn",2020,172.25
"R_OEU","Wheat",2020,192.1
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Wheat",2020,192.1
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_ASP","Rice",2020,337.7
"R_NEU","Corn",2020,215.7
"R_NEU","Soyabean",2020,378.45
"R_NEU","Wheat",2020,176.4
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"RUS","Corn",2020,150.9
"RUS","Rice",2020,258
"RUS","Soyabean",2020,372.5
"RUS","Wheat",2020,169.8
"RWA","Corn",2020,357.8
"RWA","Rice",2020,868.4
"RWA","Soyabean",2020,626.6
"RWA","Wheat",2020,587.7
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_NEU","Corn",2020,215.7
"R_NEU","Soyabean",2020,378.45
"R_NEU","Wheat",2020,176.4
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_OEU","Corn",2020,172.25
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Soyabean",2020,284.4
"R_SSA","Wheat",2020,331.4
"R_OEU","Coffee",2020,NA
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"R_ASP","Cocoa",2020,1945.35
"R_ASP","Coffee",2020,1937.4
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"SWE","Wheat",2020,169.6
"R_NEU","Corn",2020,215.7
"R_NEU","Rice",2020,345.7
"R_NEU","Wheat",2020,176.4
"R_ASP","Coffee",2020,1937.4
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_ASP","Rice",2020,337.7
"R_SSA","Cocoa",2020,998.9
"R_SSA","Coffee",2020,1129.3
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
"R_SSA","Soyabean",2020,284.4
"R_CSA","Rice",2020,367.45
"R_NMC","Wheat",2020,296.085936222404
"TUR","Corn",2020,172.6
"TUR","Rice",2020,550.6
"TUR","Soyabean",2020,371.7
"TUR","Wheat",2020,214.3
"R_OEU","Corn",2020,172.25
"R_OEU","Rice",2020,405.55
"R_OEU","Soyabean",2020,393.7
"R_OEU","Wheat",2020,192.1
"GBR","Wheat",2020,212.5
"USA","Coffee",2020,10863.7105553512
"USA","Corn",2020,169
"USA","Rice",2020,295
"USA","Soyabean",2020,410
"USA","Wheat",2020,184
"R_CSA","Corn",2020,333.4
"R_CSA","Rice",2020,367.45
"R_CSA","Soyabean",2020,507.7
"R_CSA","Wheat",2020,247.2
"R_ASP","Coffee",2020,1937.4
"R_ASP","Corn",2020,275.2
"R_ASP","Rice",2020,337.7
"R_ASP","Soyabean",2020,552.85
"R_NMC","Corn",2020,282
"R_NMC","Wheat",2020,296.085936222404
"R_SSA","Corn",2020,283.115572436245
"R_SSA","Rice",2020,367.304426624943
